2015-02-11 17:30:39: ----- Tarea 'Sincronizar Proyecto UTP PE': ANÁLISIS comenzado por Analyze And Sync All en ordenador 'VICTOR-VAIO' (GoodSync v 8.9.9.9) -----
2015-02-11 17:30:39: C:\PLC =PropDels=> ~VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo (C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo), CopyCreateTime
2015-02-11 17:30:40: izquierda: Archivos: 7,440 (excluidos 0). Carpetas: 700 (excluidas 1). C: NTFS, Libre: 23.2 GB, Total: 216 GB
2015-02-11 17:30:41: derecha: Archivos: 6,860 (excluidos 7). Carpetas: 700 (excluidas 1). C: NTFS, Libre: 23.2 GB, Total: 216 GB
2015-02-11 17:30:41: Cambios: 730, Conflictos: 0, TiempoCopia: 0, EstadoCopia: 0/0, Errores: 0
2015-02-11 17:30:41: Left to Right: Copy File: 730 
2015-02-11 17:30:41: ----- Análisis Completado. Tiempo 00:00:02, Velocidad: 4,074 archivo/s -----
2015-02-11 17:30:41: ===== Tarea 'Sincronizar Proyecto UTP PE': SINC comenzada por Analyze And Sync All en ordenador 'VICTOR-VAIO' =====
2015-02-11 17:30:41: C:\PLC =PropDels=> ~VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo (C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo), CopyCreateTime
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\98\b17ca152387a6bbdda73086cf02c0e78ec1a52' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\98\b17ca152387a6bbdda73086cf02c0e78ec1a52'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\99\0683aed67f4e84c41cfc1a268f8b94e540e9f2' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\99\0683aed67f4e84c41cfc1a268f8b94e540e9f2'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\99\2f4867591eb73cd46d897ce88dc78716909528' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\99\2f4867591eb73cd46d897ce88dc78716909528'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9a\a5f6c9311dc0144eaaea5978d23016e46f1791' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9a\a5f6c9311dc0144eaaea5978d23016e46f1791'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9a\cde9e3324793fd6989077e2d3e6d1ecb3dcb33' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9a\cde9e3324793fd6989077e2d3e6d1ecb3dcb33'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9a\e37a1050a3fba04a2d080d3c03c40a0de2cc4c' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9a\e37a1050a3fba04a2d080d3c03c40a0de2cc4c'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9b\31db7a465a623301989fcbfa7c5cc060c4fd4b' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9b\31db7a465a623301989fcbfa7c5cc060c4fd4b'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9b\60c1dfd99fc0cab675e53b7075278e4270db3d' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9b\60c1dfd99fc0cab675e53b7075278e4270db3d'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9b\6ce0f8e79e44cde997933db519c160925dbd84' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9b\6ce0f8e79e44cde997933db519c160925dbd84'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9c\0957b2b1940ed2de7a1211df73c1ba6dc5fb07' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9c\0957b2b1940ed2de7a1211df73c1ba6dc5fb07'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9c\33432adc7d49942915104397f4f014d069ebe7' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9c\33432adc7d49942915104397f4f014d069ebe7'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9c\5b03843e692d71db44222d09caddc67aeecf45' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9c\5b03843e692d71db44222d09caddc67aeecf45'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9d\4111033ee2403e93cbe1ff5a66826ae1aad1d5' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9d\4111033ee2403e93cbe1ff5a66826ae1aad1d5'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9d\f4c0d0d24dc6605591d9e400d83083cf6cce2c' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9d\f4c0d0d24dc6605591d9e400d83083cf6cce2c'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9e\5e3d67112a23d4716192149a9af811ca7fbe4c' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9e\5e3d67112a23d4716192149a9af811ca7fbe4c'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\9f\96cd83885a72926ce81782861932832467f6b8' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\9f\96cd83885a72926ce81782861932832467f6b8'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a0\3b5cbbde4362e9838ca49731615b838352dcda' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a0\3b5cbbde4362e9838ca49731615b838352dcda'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a0\5599296853c466d4f2c17b60a57533d64a66aa' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a0\5599296853c466d4f2c17b60a57533d64a66aa'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a1\6a8f862d6e94db4a16465e95fdab771688ad0b' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a1\6a8f862d6e94db4a16465e95fdab771688ad0b'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a1\9ebb74067b4e1cd1cf4eaf8b4f9895ab1d808e' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a1\9ebb74067b4e1cd1cf4eaf8b4f9895ab1d808e'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a2\161b845993a88da1d87100a01aaa881251d539' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a2\161b845993a88da1d87100a01aaa881251d539'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a2\aab2eba70e380074b8ca4d34d458af933e6db4' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a2\aab2eba70e380074b8ca4d34d458af933e6db4'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a2\f75c7f6427b5451196bc7976670960887bc0ec' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a2\f75c7f6427b5451196bc7976670960887bc0ec'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a3\1d8c204a1ef3833dbf7a8fc6e00cdd3b8a7921' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a3\1d8c204a1ef3833dbf7a8fc6e00cdd3b8a7921'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a3\4e79f7294b79e77414b8618d86a2b2c4168b24' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a3\4e79f7294b79e77414b8618d86a2b2c4168b24'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a3\aceccbd0cc9c1a89c2d54da1a57f840ae8c0e7' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a3\aceccbd0cc9c1a89c2d54da1a57f840ae8c0e7'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a5\669d5c1fe9774ea5dc8bbd6af11f7576ec9f48' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a5\669d5c1fe9774ea5dc8bbd6af11f7576ec9f48'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a5\a28036f99a446ce334270f55114c41a4327eac' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a5\a28036f99a446ce334270f55114c41a4327eac'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a5\a961bb049a7af4d18e10cbfc2d7d6276fc9f25' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a5\a961bb049a7af4d18e10cbfc2d7d6276fc9f25'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a8\14ba6a7dd1593186e07cea998575d5cd4fd5db' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a8\14ba6a7dd1593186e07cea998575d5cd4fd5db'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a9\a43d66b7e057343c0a830e23db3f9f6726d427' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a9\a43d66b7e057343c0a830e23db3f9f6726d427'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a9\d24629441c0ef08a37fd3af0013cf23563f9a5' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a9\d24629441c0ef08a37fd3af0013cf23563f9a5'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\a9\f6fbb86c2e05378052bb1287c57b630ce3de8d' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\a9\f6fbb86c2e05378052bb1287c57b630ce3de8d'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\aa\1e8cc93e436948473a11be53736be4e01320ce' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\aa\1e8cc93e436948473a11be53736be4e01320ce'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\aa\3ddcbfedae71986981602e81cea2bb9643bba7' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\aa\3ddcbfedae71986981602e81cea2bb9643bba7'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\aa\4ad0b56591d4b8e8c05790c423d079014e5a22' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\aa\4ad0b56591d4b8e8c05790c423d079014e5a22'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\aa\f72eecd34ac17376072e4c44a06a7bdad7bfc9' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\aa\f72eecd34ac17376072e4c44a06a7bdad7bfc9'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\ab\be585a75552d2938b2b5dc2ade08bcba220a76' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ab\be585a75552d2938b2b5dc2ade08bcba220a76'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\ac\547ab01c3ab7ebd2e50f6aa127a83c2709d203' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ac\547ab01c3ab7ebd2e50f6aa127a83c2709d203'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\ac\8fe5ba8fe115f155be7c9f73658010486a2c1d' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ac\8fe5ba8fe115f155be7c9f73658010486a2c1d'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\ac\d05b1e26d901e592b43d21da20c704bd5faf3e' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ac\d05b1e26d901e592b43d21da20c704bd5faf3e'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\ad\1673f215cea08dea40aba5f1514aa22e1ff1b0' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ad\1673f215cea08dea40aba5f1514aa22e1ff1b0'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\ad\41aef535253d14b24cd883c00c37acfa25ff43' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ad\41aef535253d14b24cd883c00c37acfa25ff43'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\ae\36f9cd00d154dad4cf13aa3e523cf646288772' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ae\36f9cd00d154dad4cf13aa3e523cf646288772'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\ae\d4edc8903d9b37f0da5f735fbdc24ca23831fb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ae\d4edc8903d9b37f0da5f735fbdc24ca23831fb'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\af\0fc0f91bd4caa067e25bc63b13bcfca29cb053' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\af\0fc0f91bd4caa067e25bc63b13bcfca29cb053'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\af\4f13d998e3922c3d5e0308e75b8f3535a81f45' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\af\4f13d998e3922c3d5e0308e75b8f3535a81f45'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\af\a8645ce303b307875f4cc16874992f586c960f' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\af\a8645ce303b307875f4cc16874992f586c960f'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\af\b2e82b09cc2e1f3205cb55d1be3f920966b9a2' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\af\b2e82b09cc2e1f3205cb55d1be3f920966b9a2'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b0\51b1887cfd605c7f871202fadd651229215f3c' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b0\51b1887cfd605c7f871202fadd651229215f3c'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b0\c0ae26c004fa578bd50cc88efe192da0308caf' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b0\c0ae26c004fa578bd50cc88efe192da0308caf'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b1\30088fbd351c103cfa4a15b15a0ee73ddadfb0' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b1\30088fbd351c103cfa4a15b15a0ee73ddadfb0'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b1\90ebc1b934baadec4d608290678fe925e19990' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b1\90ebc1b934baadec4d608290678fe925e19990'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b2\3f3ee76f203a38b76f4169d57d5a530ce39cf1' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b2\3f3ee76f203a38b76f4169d57d5a530ce39cf1'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b2\a426a8f3108c745fa989ca27e186c1cbaf18de' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b2\a426a8f3108c745fa989ca27e186c1cbaf18de'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b2\ccdc42e0e126865544ac5221eec0b4845f441a' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b2\ccdc42e0e126865544ac5221eec0b4845f441a'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b3\0f59b606d47a9aed694cca564bc43f9b67e697' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b3\0f59b606d47a9aed694cca564bc43f9b67e697'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b3\e7df20bfaee9c507a41835f52526edb59c7be0' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b3\e7df20bfaee9c507a41835f52526edb59c7be0'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b4\05cff937bd7c4ea8b9764cbf5520783fd5d09b' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b4\05cff937bd7c4ea8b9764cbf5520783fd5d09b'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b5\e18bf3d99b6fce9669215ff517805fff5d9406' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b5\e18bf3d99b6fce9669215ff517805fff5d9406'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b6\5d9c33770664e1c608e052f86ee0445b3bb847' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b6\5d9c33770664e1c608e052f86ee0445b3bb847'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b6\b980a7aed01b2b1324f70ca3e671a5dc9c347d' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b6\b980a7aed01b2b1324f70ca3e671a5dc9c347d'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b6\c358ee5c2c05226233e0b7e2844881c12f31dc' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b6\c358ee5c2c05226233e0b7e2844881c12f31dc'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b7\d31c5732cc452d0bf6d13e0ddf52b142444550' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b7\d31c5732cc452d0bf6d13e0ddf52b142444550'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b8\1a74dfb50592c47f287d5ec768ae3f47e23378' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b8\1a74dfb50592c47f287d5ec768ae3f47e23378'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b8\3dadbd11cce2b84f094b56131e227fba48eda7' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b8\3dadbd11cce2b84f094b56131e227fba48eda7'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b8\cbf548f5cf0596704067c57fb39e097d62f821' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b8\cbf548f5cf0596704067c57fb39e097d62f821'
2015-02-11 17:30:44: Copiar Nueva 'C:\PLC\.git\objects\b9\9b22c280cc0865875508f744b276b3e56752c8' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\b9\9b22c280cc0865875508f744b276b3e56752c8'
